,gene_symbol,alias
1011,TTC7A,TTC7A
1012,IP6K2,IP6K2
1013,STON1-GTF2A1L,STON1-GTF2A1L
1014,SRBD1,SRBD1
1015,KIF2A,KIF2A
1016,RASGRP2,RASGRP2
1017,PSME4,PSME4
1018,SIRT2,SIRT2
1019,ERLEC1,ERLEC1
1020,PPP2R5B,PPP2R5B
1021,PYGM,PYGM
1022,PITX1,PITX1
1023,TRPC7,TRPC7
1024,MAST4,MAST4
1025,ADGRF5,ADGRF5
1026,SDK2,SDK2
1027,NUP133,NUP133
1028,NUCKS1,NUCKS1
1029,VPS35,VPS35
1030,DNAJA2,DNAJA2
1031,BCL3,BCL3
1032,KCNAB2,KCNAB2
1033,ABCC9,ABCC9
1034,GAL,GAL
1035,CLEC2D,CLEC2D
1036,FUNDC1,FUNDC1
1037,MAOB,MAOB
1038,RORA,RORA
1039,DRD4,DRD4
1040,TGFBR3,TGFBR3
1041,PLA2G10,PLA2G10
1042,HES2,HES2
1043,ATP1B3,ATP1B3
1044,NEDD4,NEDD4
1045,PIGB,PIGB
1046,MAPK6,MAPK6
1047,GNB5,GNB5
1048,RAB27A,RAB27A
1049,HDHD5,HDHD5
1050,UFD1,UFD1
1051,LRP6,LRP6
1052,GUCY2C,GUCY2C
1053,SCT,SCT
1054,PHRF1,PHRF1
1055,ELP1,ELP1
1056,NUCB2,NUCB2
1057,PFN2,PFN2
1058,PTPN3,PTPN3
1059,SPTB,SPTB
1060,DAPP1,DAPP1
1061,FGF10,FGF10
1062,SLC44A1,SLC44A1
1063,TMEM260,TMEM260
1064,SMG6,SMG6
1065,EXOC5,EXOC5
1066,CLTCL1,CLTCL1
1067,FGF22,FGF22
1068,FSTL3,FSTL3
1069,DGCR2,DGCR2
1070,RNF126,RNF126
1071,MNT,MNT
1072,ZXDC,ZXDC
1073,JMJD6,JMJD6
1074,POLB,POLB
1075,ST6GALNAC1,ST6GALNAC1
1076,WIPI1,WIPI1
1077,FRMPD1,FRMPD1
1078,GBA2,GBA2
1079,NDST1,NDST1
1080,AP3M2,AP3M2
1081,CNGB1,CNGB1
1082,ST6GALNAC2,ST6GALNAC2
1083,CHAT,CHAT
1084,PABPC1,PABPC1
1085,TESK2,TESK2
1086,CFAP20,CFAP20
1087,CSNK2A2,CSNK2A2
1088,PTPN21,PTPN21
1089,EIF2B3,EIF2B3
1090,CAMK2A,CAMK2A
1091,TCOF1,TCOF1
1092,CDC42,CDC42
1093,OSBPL3,OSBPL3
1094,EPHA8,EPHA8
1095,SLC12A3,SLC12A3
1096,RAD18,RAD18
1097,ATP2B1,ATP2B1
1098,TRPM5,TRPM5
1099,NCK2,NCK2
1100,MAP4K4,MAP4K4
1101,MGAT4A,MGAT4A
1102,RPL31,RPL31
1103,WDR1,WDR1
1104,SNX13,SNX13
1105,MS4A12,MS4A12
1106,ARHGAP10,ARHGAP10
1107,RPS6KA2,RPS6KA2
1108,ING3,ING3
1109,VASH1,VASH1
1110,LMCD1,LMCD1
1111,BUD23,BUD23
1112,SEL1L,SEL1L
1113,TRIP13,TRIP13
1114,ATP6AP1,ATP6AP1
1115,TCF3,TCF3
1116,TRIB2,TRIB2
1117,DAZAP1,DAZAP1
1118,MBD3,MBD3
1119,HLTF,HLTF
1120,FAM50A,FAM50A
1121,FAM3A,FAM3A
1122,CPSF1,CPSF1
1123,MYO3B,MYO3B
1124,CYBRD1,CYBRD1
1125,CDH19,CDH19
1126,PDCD2,PDCD2
1127,SLC6A15,SLC6A15
1128,RDH11,RDH11
1129,PRKACA,PRKACA
1130,ADGRL1,ADGRL1
1131,SPP2,SPP2
1132,ACTN1,ACTN1
1133,ZFYVE26,ZFYVE26
1134,RPS6KA6,RPS6KA6
1135,EPN2,EPN2
1136,PTPN18,PTPN18
1137,LIMS2,LIMS2
1138,ASIC4,ASIC4
1139,SPEG,SPEG
1140,LNX1,LNX1
1141,ALDH3A2,ALDH3A2
1142,TFRC,TFRC
1143,SREBF1,SREBF1
1144,TRPC5,TRPC5
1145,AFF4,AFF4
1146,UBE2D1,UBE2D1
1147,PALS1,MPP5
1148,RHOBTB1,RHOBTB1
1149,SMC1A,SMC1A
1150,HSD17B10,HSD17B10
1151,MARK2,MARK2
1152,HMMR,HMMR
1153,CHFR,CHFR
1154,TRHDE,TRHDE
1155,P4HA2,P4HA2
1156,FCGR2B,FCGR2B
1157,NFATC3,NFATC3
1158,TRNT1,TRNT1
1159,ACADVL,ACADVL
1160,STK10,STK10
1161,FBXW11,FBXW11
1162,ACAP1,ACAP1
1163,CRMP1,CRMP1
1164,EVC,EVC
1165,DERL2,DERL2
1166,SIDT1,SIDT1
1167,NDE1,NDE1
1168,IRAG1,MRVI1
1169,TMEM38A,TMEM38A
1170,AP1M1,AP1M1
1171,PVR,PVR
1172,XRCC1,XRCC1
1173,SCARB1,SCARB1
1174,CYP2W1,CYP2W1
1175,MCM2,MCM2
1176,MOV10L1,MOV10L1
1177,PANX2,PANX2
1178,SELENOO,SELENOO
1179,TP63,TP63
1180,ALPK1,ALPK1
1181,LLGL2,LLGL2
1182,PDE8A,PDE8A
1183,CLCN4,CLCN4
1184,NLE1,NLE1
1185,SDHA,SDHA
1186,SMARCE1,SMARCE1
1187,FNDC8,FNDC8
1188,GSDMB,GSDMB
1189,KDM5A,KDM5A
1190,ADAM11,ADAM11
1191,PPP2R3A,PPP2R3A
1192,FERMT2,FERMT2
1193,ABCB11,ABCB11
1194,DHRS9,DHRS9
1195,CD5L,CD5L
1196,PTGS2,PTGS2
1197,IGF2BP2,IGF2BP2
1198,MAP3K13,MAP3K13
1199,ST6GAL1,ST6GAL1
1200,TBX21,TBX21
1201,FRY,FRY
1202,PICALM,PICALM
1203,NSF,NSF
1204,GLI2,GLI2
1205,CLASP1,CLASP1
1206,MRPS34,MRPS34
1207,NOTCH3,NOTCH3
1208,CLNS1A,CLNS1A
1209,PPP2R2C,PPP2R2C
1210,TEAD2,TEAD2
1211,EED,EED
1212,CDHR2,CDHR2
1213,SNCB,SNCB
1214,TSG101,TSG101
1215,NCBP3,NCBP3
1216,ATP2A3,ATP2A3
1217,CA12,CA12
1218,MGLL,MGLL
1219,NTN4,NTN4
1220,BCS1L,BCS1L
1221,NUAK1,NUAK1
1222,DPP8,DPP8
1223,SLC24A1,SLC24A1
1224,ZNF532,ZNF532
1225,SCARF1,SCARF1
1226,LMAN1,LMAN1
1227,HACD3,HACD3
1228,IPCEF1,IPCEF1
1229,ZZEF1,ZZEF1
1230,NOX3,NOX3
1231,ENO1,ENO1
1232,SLC12A1,SLC12A1
1233,MYDGF,MYDGF
1234,ANO8,ANO8
1235,TUBE1,TUBE1
1236,ARHGEF10L,ARHGEF10L
1237,TXK,TXK
1238,WSCD2,WSCD2
1239,KCNQ2,KCNQ2
1240,TACR2,TACR2
1241,ACTR6,ACTR6
1242,TIPIN,TIPIN
1243,SRI,SRI
1244,EIF4G3,EIF4G3
1245,NUP37,NUP37
1246,SEMA3A,SEMA3A
1247,GTSE1,GTSE1
1248,SEMA3C,SEMA3C
1249,TTC38,TTC38
1250,ACAT1,ACAT1
1251,GRAMD4,GRAMD4
1252,CELSR1,CELSR1
1253,WNT8B,WNT8B
1254,ZNF638,ZNF638
1255,SLC25A40,SLC25A40
1256,TIMM21,TIMM21
1257,ADD2,ADD2
1258,RASAL2,RASAL2
1259,VPS9D1,VPS9D1
1260,ZNF37A,ZNF37A
1261,MARK3,MARK3
1262,SLC25A3,SLC25A3
1263,FNDC3B,FNDC3B
1264,FOSL2,FOSL2
1265,CACNG5,CACNG5
1266,CACNG4,CACNG4
1267,FRYL,FRYL
1268,TMEM131,TMEM131
1269,FSCN1,FSCN1
1270,ACTB,ACTB
1271,MOCOS,MOCOS
1272,PLD1,PLD1
1273,ATP12A,ATP12A
1274,WDR62,WDR62
1275,DLG1,DLG1
1276,RAB7A,RAB7A
1277,BCAP29,BCAP29
1278,SEC31B,SEC31B
1279,SART3,SART3
1280,ARHGAP15,ARHGAP15
1281,PAX2,PAX2
1282,EXOSC7,EXOSC7
1283,KIFAP3,KIFAP3
1284,MKRN2,MKRN2
1285,MCM6,MCM6
1286,REXO2,REXO2
1287,RBM7,RBM7
1288,RBMS2,RBMS2
1289,BAZ2A,BAZ2A
1290,PTPN23,PTPN23
1291,MLH1,MLH1
1292,UNG,UNG
1293,FMO4,FMO4
1294,KLHL20,KLHL20
1295,RGS11,RGS11
1296,SLC46A1,SLC46A1
1297,PLXNA2,PLXNA2
1298,ANKRD13A,ANKRD13A
1299,TPD52,TPD52
1300,ACACB,ACACB
1301,TRAF4,TRAF4
1302,PAG1,PAG1
1303,GPATCH1,GPATCH1
1304,ICAM3,ICAM3
1305,NT5C2,NT5C2
1306,MCAM,MCAM
1307,GPC4,GPC4
1308,MBNL3,MBNL3
1309,CAMSAP3,CAMSAP3
1310,RAP1GAP,RAP1GAP
1311,XAB2,XAB2
1312,ARHGEF1,ARHGEF1
1313,STXBP2,STXBP2
1314,MAP2K7,MAP2K7
1315,NMRK2,NMRK2
1316,DGKD,DGKD
1317,CTTNBP2,CTTNBP2
1318,ACTL6B,ACTL6B
1319,RARB,RARB
1320,TOP2B,TOP2B
1321,TM9SF3,TM9SF3
1322,NFKB2,NFKB2
1323,UBE2T,UBE2T
1324,PPP1R12B,PPP1R12B
1325,DNAJC10,DNAJC10
1326,GTF3C1,GTF3C1
1327,IL4R,IL4R
1328,USP33,USP33
1329,PAK3,PAK3
1330,DCX,DCX
1331,SNRPA,SNRPA
1332,SPAG6,SPAG6
1333,EXOSC5,EXOSC5
1334,DYNC1I2,DYNC1I2
1335,APBB1IP,APBB1IP
1336,LRCH4,LRCH4
1337,FAM76B,FAM76B
1338,SIRT6,SIRT6
1339,TYR,TYR
1340,POLD3,POLD3
1341,ACTN2,ACTN2
1342,CAPZB,CAPZB
1343,GPR137B,GPR137B
1344,NAALAD2,NAALAD2
1345,JADE1,JADE1
1346,SLC25A43,SLC25A43
1347,UBE2A,UBE2A
1348,FGFR1,FGFR1
1349,FKBP6,FKBP6
1350,SMC1B,SMC1B
1351,FBLN1,FBLN1
1352,ITGA8,ITGA8
1353,CST7,CST7
1354,MAP2,MAP2
1355,PIAS2,PIAS2
1356,AMPH,AMPH
1357,ARAF,ARAF
1358,MCCC1,MCCC1
1359,LAMP3,LAMP3
1360,FAP,FAP
1361,NEBL,NEBL
1362,ACER3,ACER3
1363,UBE2K,UBE2K
1364,PIK3C3,PIK3C3
1365,N4BP2,N4BP2
1366,TIGAR,TIGAR
1367,TULP3,TULP3
1368,SYNJ2,SYNJ2
1369,ADCY2,ADCY2
1370,PPP2R5C,PPP2R5C
1371,PMS2P1,PMS2P1
1372,RBFOX1,RBFOX1
1373,GNB1,GNB1
1374,HOXA9,HOXA9
1375,EDN1,EDN1
1376,MLLT10,MLLT10
1377,ZCWPW1,ZCWPW1
1378,FGF20,FGF20
1379,P2RY10,P2RY10
1380,ITM2A,ITM2A
1381,NRDC,NRDC
1382,VDAC3,VDAC3
1383,PCM1,PCM1
1384,TNRC6C,TNRC6C
1385,CBFA2T2,CBFA2T2
1386,BRINP1,BRINP1
1387,ITCH,ITCH
1388,PKD2L2,PKD2L2
1389,TP53INP2,TP53INP2
1390,SDF4,SDF4
1391,MYH7B,MYH7B
1392,TP73,TP73
1393,TOLLIP,TOLLIP
1394,UBE2D4,UBE2D4
1395,CLUL1,CLUL1
1396,RUNX1T1,RUNX1T1
1397,CDH17,CDH17
1398,THOC1,THOC1
1399,FKBP7,FKBP7
1400,OSBPL6,OSBPL6
1401,SLC1A3,SLC1A3
1402,XRCC5,XRCC5
1403,LXN,LXN
1404,SP140,SP140
1405,MKNK1,MKNK1
1406,TNS1,TNS1
1407,REXO1,REXO1
1408,SAR1A,SAR1A
1409,CDC14A,CDC14A
1410,RAPGEF3,RAPGEF3
1411,CEACAM1,CEACAM1
1412,SENP1,SENP1
1413,DUSP13,DUSP13
1414,CIC,CIC
1415,LIPE,LIPE
1416,FDFT1,FDFT1
1417,PAFAH1B3,PAFAH1B3
1418,OPHN1,OPHN1
1419,AFM,AFM
1420,KIF22,KIF22
1421,SCGN,SCGN
1422,CARMIL1,CARMIL1
1423,PGM1,PGM1
1424,DDX1,DDX1
1425,DNM2,DNM2
1426,EPB41L2,EPB41L2
1427,RIMS1,RIMS1
1428,MOXD1,MOXD1
1429,STX7,STX7
1430,RABL2B,RABL2B
1431,KEAP1,KEAP1
1432,DDX43,DDX43
1433,PTPRH,PTPRH
1434,DCT,DCT
1435,SLC35C2,SLC35C2
1436,CRYBG3,CRYBG3
1437,EPHA6,EPHA6
1438,SCTR,SCTR
1439,RFX3,RFX3
1440,RIF1,RIF1
1441,RAB21,RAB21
1442,SLC4A4,SLC4A4
1443,SMARCA2,SMARCA2
1444,RDH8,RDH8
1445,SESN1,SESN1
1446,MID2,MID2
1447,DNAAF6,PIH1D3
1448,COL5A3,COL5A3
1449,SRCAP,SRCAP
1450,PUM3,PUM3
1451,CPB2,CPB2
1452,CHRNA3,CHRNA3
1453,KCNN2,KCNN2
1454,CNOT4,CNOT4
1455,PSEN1,PSEN1
1456,CPOX,CPOX
1457,CLDND1,CLDND1
1458,MOK,MOK
1459,HSP90AA1,HSP90AA1
1460,RBL1,RBL1
1461,DLGAP4,DLGAP4
1462,IGSF9B,IGSF9B
1463,CROCCP3,CROCCP3
1464,NDC80,NDC80
1465,AP4E1,AP4E1
1466,RSBN1,RSBN1
1467,MAGI3,MAGI3
1468,CXCL2,CXCL2
1469,AFP,AFP
1470,COL4A4,COL4A4
1471,TCF7,TCF7
1472,OSTM1,OSTM1
1473,CDH7,CDH7
1474,IMPG2,IMPG2
1475,PCNP,PCNP
1476,EXD2,EXD2
1477,ARG2,ARG2
1478,MEF2C,MEF2C
1479,PTPRC,PTPRC
1480,CACNA1S,CACNA1S
1481,PKP1,PKP1
1482,UBA5,UBA5
1483,STK17B,STK17B
1484,CDC14B,CDC14B
1485,ZNF510,ZNF510
1486,LRP2,LRP2
1487,JMJD4,JMJD4
1488,DUSP12,DUSP12
1489,AACS,AACS
1490,DELE1,DELE1
1491,SLC13A1,SLC13A1
1492,CADPS2,CADPS2
1493,HSPB11,HSPB11
1494,PHLPP1,PHLPP1
1495,ATP8B1,ATP8B1
1496,IL12RB2,IL12RB2
1497,SMARCD3,SMARCD3
1498,WDR70,WDR70
1499,FYB1,FYB1
1500,MPP4,MPP4
1501,STRADB,STRADB
1502,BZW1,BZW1
1503,PGR,PGR
1504,ME2,ME2
1505,C5orf22,C5orf22
1506,CCNT2,CCNT2
1507,FAM135A,FAM135A
1508,COL19A1,COL19A1
1509,EPB41L3,EPB41L3
1510,COBLL1,COBLL1
1511,DLG3,DLG3
1512,KCNK2,KCNK2
1513,SERTAD4,SERTAD4
1514,TRAF5,TRAF5
1515,MRPL22,MRPL22
1516,GEMIN5,GEMIN5
1517,OPRK1,OPRK1
1518,NFE2L1,NFE2L1
1519,SEMA5B,SEMA5B
1520,GSK3B,GSK3B
1521,ITGB5,ITGB5
1522,ERC1,ERC1
1523,XPO1,XPO1
1524,RNF13,RNF13
1525,TRPM3,TRPM3
1526,PALB2,PALB2
1527,DOP1A,DOP1A
1528,LYRM2,LYRM2
1529,BCKDHB,BCKDHB
1530,KAT6A,KAT6A
1531,TUT7,TUT7
1532,ULK2,ULK2
1533,GRHL2,GRHL2
1534,TNPO1,TNPO1
1535,PLOD1,PLOD1
1536,ITGAE,ITGAE
1537,DIS3,DIS3
1538,PIBF1,PIBF1
1539,TDRD3,TDRD3
1540,NUFIP1,NUFIP1
1541,PDS5B,PDS5B
1542,OXCT1,OXCT1
1543,RRAGB,RRAGB
1544,CYLD,CYLD
1545,SLC27A5,SLC27A5
1546,ZNF324,ZNF324
1547,ZNF671,ZNF671
1548,ZNF416,ZNF416
1549,ZNF586,ZNF586
1550,ZNF446,ZNF446
1551,ZNF264,ZNF264
1552,RPS5,RPS5
1553,FAT1,FAT1
1554,YTHDC1,YTHDC1
1555,CHMP2B,CHMP2B
1556,SMAP2,SMAP2
1557,PPIE,PPIE
1558,ZMPSTE24,ZMPSTE24
1559,STARD7,STARD7
1560,NOA1,NOA1
1561,REST,REST
1562,HAL,HAL
1563,SSH1,SSH1
1564,GSTP1,GSTP1
1565,APLP2,APLP2
1566,FAM234B,FAM234B
1567,SLCO1A2,SLCO1A2
1568,WBP11,WBP11
1569,EIF3I,EIF3I
1570,NKAIN1,NKAIN1
1571,COL16A1,COL16A1
1572,TXLNA,TXLNA
1573,APOB,APOB
1574,NCOA1,NCOA1
1575,AGBL5,AGBL5
1576,EFR3B,EFR3B
1577,KIF3C,KIF3C
1578,RAB10,RAB10
1579,GCKR,GCKR
1580,HADHA,HADHA
1581,MAPRE3,MAPRE3
1582,CAD,CAD
1583,CD59,CD59
1584,CD82,CD82
1585,BCORL1,BCORL1
1586,ATRX,ATRX
1587,AK6,AK6
1588,FCN1,FCN1
1589,MYNN,MYNN
1590,MECOM,MECOM
1591,SCAMP1,SCAMP1
1592,PREP,PREP
1593,HACE1,HACE1
1594,SEH1L,SEH1L
1595,WDR47,WDR47
1596,WDFY1,WDFY1
1597,OVGP1,OVGP1
1598,SLC25A24,SLC25A24
1599,MAP3K4,MAP3K4
1600,PILRA,PILRA
1601,IGSF9,IGSF9
1602,ABCB1,ABCB1
1603,ZNF213,ZNF213
1604,AKR1B1,AKR1B1
1605,CPNE3,CPNE3
1606,RRN3,RRN3
1607,CTTN,CTTN
1608,WNT11,WNT11
1609,MTIF2,MTIF2
1610,DDHD2,DDHD2
1611,TTC39A,TTC39A
1612,EPS15,EPS15
1613,ORC1,ORC1
1614,MGST2,MGST2
1615,ATG16L1,ATG16L1
1616,USP40,USP40
1617,POMGNT1,POMGNT1
1618,RAD54L,RAD54L
1619,MAST2,MAST2
1620,DNAJA1,DNAJA1
1621,B4GALT1,B4GALT1
1622,CHMP5,CHMP5
1623,NFX1,NFX1
1624,DIMT1,DIMT1
1625,IPO11,IPO11
1626,FOLH1,FOLH1
1627,EIF2AK1,EIF2AK1
1628,EPDR1,EPDR1
1629,SNX10,SNX10
1630,SEPHS1,SEPHS1
1631,MRPL28,MRPL28
1632,HBQ1,HBQ1
1633,ITPKC,ITPKC
1634,CEACAM6,CEACAM6
1635,FAT2,FAT2
1636,RBM22,RBM22
1637,TMED2,TMED2
1638,ERO1B,ERO1B
1639,ZFAND6,ZFAND6
1640,HSD17B2,HSD17B2
1641,TXLNG,TXLNG
1642,PPEF1,PPEF1
1643,LAT2,LAT2
1644,HUWE1,HUWE1
1645,ZW10,ZW10
1646,ALG9,ALG9
1647,MYBPC2,MYBPC2
1648,NOX4,NOX4
1649,ACOX3,ACOX3
1650,MTMR2,MTMR2
1651,PPP1R15A,PPP1R15A
1652,HSD17B14,HSD17B14
1653,TRIP6,TRIP6
1654,ACHE,ACHE
1655,FTL,FTL
1656,SRRT,SRRT
1657,BAX,BAX
1658,NLK,NLK
1659,ADAMTS2,ADAMTS2
1660,TMPRSS11E,TMPRSS11E
1661,ATXN7L3,ATXN7L3
1662,PGS1,PGS1
1663,PSMC5,PSMC5
1664,UIMC1,UIMC1
1665,CETP,CETP
1666,MMP2,MMP2
1667,LPCAT2,LPCAT2
1668,GNAO1,GNAO1
1669,OGFOD1,OGFOD1
1670,SH3BP2,SH3BP2
1671,NOP14,NOP14
1672,ADD1,ADD1
1673,L2HGDH,L2HGDH
1674,TXNDC16,TXNDC16
1675,RTRAF,RTRAF
1676,NID2,NID2
1677,GMCL1,GMCL1
1678,SF3B2,SF3B2
1679,KLHL42,KLHL42
1680,GNAS,GNAS
1681,DNM1L,DNM1L
1682,PTHLH,PTHLH
1683,PHACTR3,PHACTR3
1684,ERGIC2,ERGIC2
1685,TFAP2C,TFAP2C
1686,AURKA,AURKA
1687,CASS4,CASS4
1688,PIR,PIR
1689,AAMDC,AAMDC
1690,RFX2,RFX2
1691,METTL2A,METTL2A
1692,SULT2B1,SULT2B1
1693,ALG6,ALG6
1694,CNOT3,CNOT3
1695,GP6,GP6
1696,PTPN4,PTPN4
1697,DDX18,DDX18
1698,KHSRP,KHSRP
1699,GNA11,GNA11
1700,ASAP3,ASAP3
1701,EDEM2,EDEM2
1702,DNMT3B,DNMT3B
1703,TPX2,TPX2
1704,FER1L4,FER1L4
1705,PDRG1,PDRG1
1706,EPB41L1,EPB41L1
1707,SLC15A1,SLC15A1
1708,DOCK9,DOCK9
1709,ANKRD10,ANKRD10
1710,TGDS,TGDS
1711,DOCK3,DOCK3
1712,C3orf18,C3orf18
1713,COQ9,COQ9
1714,TMEM40,TMEM40
1715,KIF9,KIF9
1716,ARHGAP28,ARHGAP28
1717,CRLS1,CRLS1
1718,PPP1R13B,PPP1R13B
1719,ATRN,ATRN
1720,SMOX,SMOX
1721,SIGLEC1,SIGLEC1
1722,NSFL1C,NSFL1C
1723,SLC4A11,SLC4A11
1724,DNAAF9,C20orf194
1725,ZNF343,ZNF343
1726,EBF4,EBF4
1727,MAVS,MAVS
1728,LZTS3,LZTS3
1729,F11,F11
1730,XRN2,XRN2
1731,KIZ,KIZ
1732,DYNLL1,DYNLL1
1733,TESC,TESC
1734,SNX5,SNX5
1735,RPL6,RPL6
1736,SIRPG,SIRPG
1737,MAPKAPK5,MAPKAPK5
1738,P2RX7,P2RX7
1739,ESF1,ESF1
1740,RBBP9,RBBP9
1741,ANAPC5,ANAPC5
1742,SLC23A2,SLC23A2
1743,SLC8B1,SLC8B1
1744,TMEM230,TMEM230
1745,DZANK1,DZANK1
1746,KDM2B,KDM2B
1747,CFAP61,CFAP61
1748,TASP1,TASP1
1749,OAS1,OAS1
1750,GCN1,GCN1
1751,RPLP0,RPLP0
1752,PXN,PXN
1753,SIRT4,SIRT4
1754,RPH3A,RPH3A
1755,KIF16B,KIF16B
1756,TRMT6,TRMT6
1757,CHGB,CHGB
1758,PEBP1,PEBP1
1759,TBX5,TBX5
1760,BRAP,BRAP
1761,ERP29,ERP29
1762,NOS1,NOS1
1763,FUS,FUS
1764,IGBP1,IGBP1
1765,FXYD5,FXYD5
1766,ZNF302,ZNF302
1767,GRAMD1A,GRAMD1A
1768,FXYD3,FXYD3
1769,HEPH,HEPH
1770,CDIP1,CDIP1
1771,KCNH4,KCNH4
1772,GANAB,GANAB
1773,GMIP,GMIP
1774,RBM41,RBM41
1775,BIRC5,BIRC5
1776,LAG3,LAG3
1777,MLF2,MLF2
1778,OTUB2,OTUB2
1779,DDX24,DDX24
1780,ZBTB25,ZBTB25
1781,NECAP1,NECAP1
1782,ARHGAP4,ARHGAP4
1783,ANKRD24,ANKRD24
1784,DHX32,DHX32
1785,RCOR1,RCOR1
1786,GPATCH2L,GPATCH2L
1787,LTBP4,LTBP4
1788,BLVRB,BLVRB
1789,SLC9A1,SLC9A1
1790,SPTLC1,SPTLC1
1791,PAPOLA,PAPOLA
1792,CCNK,CCNK
1793,PCBP4,PCBP4
1794,RGS1,RGS1
1795,YPEL3,YPEL3
1796,MRPS33,MRPS33
1797,NDUFB2,NDUFB2
1798,NUDC,NUDC
1799,MAEA,MAEA
1800,ICAM1,ICAM1
1801,STRN4,STRN4
1802,IRAK3,IRAK3
1803,LYZ,LYZ
1804,SI,SI
1805,MUL1,MUL1
1806,TFAP4,TFAP4
1807,PDCD7,PDCD7
1808,SPG21,SPG21
1809,DNAJB11,DNAJB11
1810,P3H2,P3H2
1811,THPO,THPO
1812,CHRD,CHRD
1813,RAB11FIP3,RAB11FIP3
1814,GNPTG,GNPTG
1815,GOLGA3,GOLGA3
1816,PABPC4,PABPC4
1817,CD209,CD209
1818,CERS4,CERS4
1819,MCOLN1,MCOLN1
1820,USP48,USP48
1821,EFNB1,EFNB1
1822,PDPR,PDPR
1823,AARS1,AARS
1824,GLG1,GLG1
1825,KIF4A,KIF4A
1826,TNRC6A,TNRC6A
1827,PLEKHG2,PLEKHG2
1828,DLL3,DLL3
1829,NAT14,NAT14
1830,PITPNM2,PITPNM2
1831,EXOC1,EXOC1
1832,OSBPL8,OSBPL8
1833,DTX2,DTX2
1834,NLRC4,NLRC4
1835,PUS7,PUS7
1836,LAMB4,LAMB4
1837,NRCAM,NRCAM
1838,LAMB1,LAMB1
1839,SLC26A4,SLC26A4
1840,SLC26A3,SLC26A3
1841,DLD,DLD
1842,WDR7,WDR7
1843,TXNL1,TXNL1
1844,IL5RA,IL5RA
1845,ABCC6,ABCC6
1846,CMTM6,CMTM6
1847,ITGA6,ITGA6
1848,RAPGEF4,RAPGEF4
1849,MAP3K20,MAP3K20
1850,SMPX,SMPX
1851,FH,FH
1852,SEL1L3,SEL1L3
1853,TF,TF
1854,CDV3,CDV3
1855,MYO15A,MYO15A
1856,ALKBH5,ALKBH5
1857,APOH,APOH
1858,NLRP1,NLRP1
1859,PITPNM3,PITPNM3
1860,SPAG7,SPAG7
1861,ORC6,ORC6
1862,ZFHX4,ZFHX4
1863,SLC17A6,SLC17A6
1864,CPA1,CPA1
1865,ZC3HC1,ZC3HC1
1866,ESR1,ESR1
1867,RGS17,RGS17
1868,ANGPT2,ANGPT2
1869,TMEM101,TMEM101
1870,CD200,CD200
1871,CCDC80,CCDC80
1872,PSME1,PSME1
1873,PPP2R3C,PPP2R3C
1874,HAUS4,HAUS4
1875,JPH4,JPH4
1876,MYH7,MYH7
1877,CEBPE,CEBPE
1878,SLC7A8,SLC7A8
1879,OSGEP,OSGEP
1880,SLC22A17,SLC22A17
1881,RNF31,RNF31
1882,SCFD1,SCFD1
1883,G2E3,G2E3
1884,HECTD1,HECTD1
1885,HNRNPC,HNRNPC
1886,RPGRIP1,RPGRIP1
1887,SUPT16H,SUPT16H
1888,TOX4,TOX4
1889,GEMIN2,GEMIN2
1890,TGM1,TGM1
1891,TINF2,TINF2
1892,DAZL,DAZL
1893,TBL1Y,TBL1Y
1894,SEMA6A,SEMA6A
1895,TRPM7,TRPM7
1896,TYRO3,TYRO3
1897,WDR76,WDR76
1898,SNAP23,SNAP23
1899,TBX15,TBX15
1900,PHGDH,PHGDH
1901,COL9A3,COL9A3
1902,EZR,EZR
1903,MYL6,MYL6
1904,AGO1,AGO1
1905,TEKT2,TEKT2
1906,CLSPN,CLSPN
1907,RFFL,RFFL
1908,UNC13D,UNC13D
1909,MFSD11,MFSD11
1910,DPYSL2,DPYSL2
1911,TGFB2,TGFB2
1912,GPATCH2,GPATCH2
1913,NUP50,NUP50
1914,CDC45,CDC45
1915,COMT,COMT
1916,ADA2,ADA2
1917,VNN3,VNN3
1918,ECHDC1,ECHDC1
1919,LRRFIP2,LRRFIP2
1920,SEC22C,SEC22C
1921,XYLB,XYLB
1922,HDAC6,HDAC6
1923,OR1I1,OR1I1
1924,GABRP,GABRP
1925,CDC6,CDC6
1926,UPRT,UPRT
1927,CDC23,CDC23
1928,AAAS,AAAS
1929,CBX5,CBX5
1930,FMO2,FMO2
1931,SUCO,SUCO
1932,MSH2,MSH2
1933,MAP3K1,MAP3K1
1934,DHPS,DHPS
1935,HOOK2,HOOK2
1936,NXPE1,NXPE1
1937,ARCN1,ARCN1
1938,EPB41L4B,EPB41L4B
1939,TMEM38B,TMEM38B
1940,PSMD5,PSMD5
1941,PTGS1,PTGS1
1942,NUP188,NUP188
1943,CRAT,CRAT
1944,SH2D3C,SH2D3C
1945,NANS,NANS
1946,TBC1D2,TBC1D2
1947,WHRN,WHRN
1948,PDE6C,PDE6C
1949,CWF19L1,CWF19L1
1950,BTAF1,BTAF1
1951,IKZF5,IKZF5
1952,BLNK,BLNK
1953,TLL2,TLL2
1954,TDRD1,TDRD1
1955,SORBS1,SORBS1
1956,CRTAC1,CRTAC1
1957,BAMBI,BAMBI
1958,IL11,IL11
1959,MYO3A,MYO3A
1960,WAC,WAC
1961,CREM,CREM
