Run,cell_type
SRR10796277,Monocyte non-conventional
SRR10785245,Macrophage
SRR10798276,other C17
SRR10788054,other C29
SRR10782665,Smooth muscle cell
SRR10792168,Macrophage
SRR10784851,Alveolar cell type 2
SRR10783619,T cell CD4
SRR10785872,Plasma cell
SRR10797886,Endothelial cell
SRR10782615,Fibroblast adventitial
SRR10785745,T cell CD8
SRR10793370,cDC1
SRR10794339,Monocyte non-conventional
SRR10786110,Monocyte non-conventional
SRR10784981,Fibroblast adventitial
SRR10782780,Macrophage
SRR10779644,Macrophage
SRR10797087,Epithelial cell other C4
SRR10781860,Endothelial cell
SRR10782904,T cell CD8
SRR10791783,Macrophage
SRR10795748,Macrophage
SRR10798112,Fibroblast adventitial
SRR10790500,Epithelial cell other C5
SRR10789637,NK cell
SRR10781526,Monocyte conventional
SRR10792838,T cell CD8
SRR10778333,Alveolar cell type 2
SRR10784581,cDC2
SRR10790457,Macrophage
SRR10786358,Macrophage
SRR10788002,Epithelial cell other C1
SRR10792057,Club
SRR10790642,Epithelial cell other C5
SRR10794633,Macrophage
SRR10790153,Fibroblast alveolar
SRR10785295,NK cell
SRR10795904,Ciliated
SRR10785213,T cell CD4
SRR10777928,Macrophage
SRR10785629,Endothelial cell
SRR10795138,T cell CD8
SRR10786191,Club
SRR10786013,Macrophage
SRR10786987,T cell CD8
SRR10783617,Monocyte conventional
SRR10793477,NK cell
SRR10791488,Mesothelial
SRR10778372,Fibroblast adventitial
SRR10787196,Endothelial cell
SRR10783893,Fibroblast adventitial
SRR10779684,Ciliated
SRR10782014,DC mature
SRR10785987,Epithelial cell other C5
SRR10790933,Alveolar cell type 2
SRR10780894,Club
SRR10797432,Macrophage
SRR10782961,Macrophage
SRR10790617,Macrophage
SRR10782031,cDC2
SRR10796287,Fibroblast adventitial
SRR10793540,Plasma cell
SRR10784072,Plasma cell
SRR10789540,Epithelial cell other C1
SRR10785308,Epithelial cell other C5
SRR10795486,B cell
SRR10780366,Epithelial cell other C1
SRR10790096,Smooth muscle cell
SRR10785324,T cell CD8
SRR10778457,B cell
SRR10789475,T cell CD4
SRR10784987,T cell CD4
SRR10793762,other C17
SRR10780649,Macrophage
SRR10793208,Epithelial cell other C4
SRR10790631,Monocyte non-conventional
SRR10790382,Endothelial cell
SRR10784941,Epithelial cell other C1
SRR10778971,Macrophage
SRR10797786,T cell CD4
SRR10792595,Mast cell
SRR10779985,Fibroblast adventitial
SRR10789084,Basal
SRR10784139,Monocyte non-conventional
SRR10778233,T cell CD8
SRR10780920,T cell CD4
SRR10794807,cDC2
SRR10796270,Mast cell
SRR10796582,Plasma cell
SRR10779195,Club
SRR10777487,B cell
SRR10790298,Club
SRR10790493,Ciliated
SRR10798030,Fibroblast adventitial
SRR10777531,Macrophage
SRR10795863,Epithelial cell other C1
SRR10792315,Fibroblast alveolar
SRR10792402,Macrophage
SRR10793410,Endothelial cell
SRR10787750,T cell CD8
SRR10794747,T cell dividing
SRR10793535,Epithelial cell other C4
SRR10792617,Monocyte conventional
SRR10788385,Monocyte non-conventional
SRR10792673,T cell CD4
SRR10787734,Pericyte
SRR10787874,T cell CD8
SRR10796499,Endothelial cell
SRR10781701,other C17
SRR10786082,B cell
SRR10784476,Macrophage
SRR10780272,Fibroblast adventitial
SRR10779047,Plasma cell
SRR10798001,Macrophage
SRR10777574,Club
SRR10779742,Fibroblast adventitial
SRR10796448,Epithelial cell other C5
SRR10781394,Fibroblast alveolar
SRR10786677,B cell
SRR10789532,Epithelial cell other C5
SRR10786508,Epithelial cell other C1
SRR10786712,Macrophage
SRR10780107,Fibroblast adventitial
SRR10797536,Macrophage
SRR10780629,T cell CD4
SRR10780329,Monocyte non-conventional
SRR10784252,Endothelial cell lymphatic
SRR10795017,Epithelial cell other C5
SRR10796898,Fibroblast adventitial
SRR10784142,Mast cell
SRR10780747,Epithelial cell other C2
SRR10789814,Monocyte conventional
SRR10783256,T cell dividing
SRR10782719,Epithelial cell other C5
SRR10783794,Ionocyte
SRR10794868,Monocyte conventional
SRR10789853,Macrophage
SRR10777726,T cell regulatory
SRR10792522,Fibroblast adventitial
SRR10789858,Monocyte conventional
SRR10797589,other C19
SRR10794457,Endothelial cell
SRR10780628,Smooth muscle cell
SRR10791678,T cell CD8
SRR10793678,T cell CD4
SRR10780291,other C17
SRR10785388,Monocyte non-conventional
SRR10793936,Epithelial cell other C5
SRR10796084,Monocyte non-conventional
SRR10787558,T cell CD4
SRR10791216,Plasma cell
SRR10791719,Epithelial cell other C5
SRR10781027,Epithelial cell other C1
SRR10782267,Club
SRR10795631,Macrophage
SRR10783640,Fibroblast adventitial
SRR10788723,Fibroblast adventitial
SRR10780416,Plasma cell
SRR10786613,Epithelial cell dividing
SRR10795868,Smooth muscle cell
SRR10792463,Epithelial cell other C1
SRR10795182,Plasma cell
SRR10788867,Macrophage
SRR10791313,Endothelial cell
SRR10779654,Club
SRR10795297,T cell CD8
SRR10795528,cDC2
SRR10794434,Epithelial cell other C1
SRR10791102,Fibroblast adventitial
SRR10787218,NK cell
SRR10794490,other C19
SRR10783460,Plasma cell
SRR10784513,Club
SRR10794166,NK cell
SRR10779823,B cell
SRR10794062,Macrophage
SRR10781369,T cell CD8
SRR10787253,T cell CD4
SRR10794642,Fibroblast adventitial
SRR10785496,pDC
SRR10789932,T cell CD8
SRR10781530,Epithelial cell other C1
SRR10797425,Basal
SRR10795037,other C21
SRR10797126,Club
SRR10795112,Basal
SRR10794223,Fibroblast adventitial
SRR10781904,Macrophage
SRR10796421,T cell CD4
SRR10789443,Monocyte non-conventional
SRR10785051,Alveolar cell type 2
SRR10778824,Monocyte non-conventional
SRR10790347,Macrophage
SRR10794882,Macrophage
SRR10790306,Epithelial cell other C5
SRR10797373,Epithelial cell other C1
SRR10777632,Macrophage
SRR10797413,Endothelial cell
SRR10794841,Monocyte non-conventional
SRR10784854,Club
SRR10790850,T cell CD8
SRR10788457,Epithelial cell other C5
SRR10783045,Alveolar cell type 1
SRR10789606,B cell
SRR10797914,Epithelial cell other C1
SRR10778218,Club
SRR10791614,Monocyte non-conventional
SRR10779995,Fibroblast adventitial
SRR10791043,Club
SRR10783822,T cell CD8
SRR10798021,other C17
SRR10777819,other C17
SRR10785631,T cell CD8
SRR10781489,Macrophage
SRR10779050,Monocyte non-conventional
SRR10791386,Monocyte non-conventional
SRR10780099,Endothelial cell
SRR10790790,T cell regulatory
SRR10779215,Alveolar cell type 2
SRR10795232,Club
SRR10786441,Epithelial cell other C1
SRR10788508,Fibroblast alveolar
SRR10788189,Mast cell
SRR10783374,Epithelial cell other C4
SRR10781307,Macrophage
SRR10790514,Fibroblast adventitial
SRR10791906,Basal
SRR10778898,Alveolar cell type 1
SRR10795158,Epithelial cell other C5
SRR10782978,Endothelial cell
SRR10796940,Epithelial cell other C1
SRR10782369,Macrophage
SRR10785507,other C17
SRR10788938,Epithelial cell other C1
SRR10782386,Club
SRR10786486,Basal
SRR10781216,T cell CD8
SRR10781481,Endothelial cell
SRR10789494,T cell CD8
SRR10781824,Endothelial cell
SRR10793205,other C32
SRR10783780,T cell CD8
SRR10781135,Fibroblast adventitial
SRR10788522,Epithelial cell other C1
SRR10781699,Epithelial cell other C5
SRR10792132,cDC2
SRR10783774,Monocyte conventional
SRR10783142,Macrophage
SRR10796697,T cell CD4
SRR10790907,Monocyte non-conventional
SRR10778854,NK cell
SRR10786011,T cell CD8
SRR10782021,Macrophage
SRR10783585,B cell
SRR10781029,Macrophage
SRR10796449,cDC1
SRR10788384,Monocyte conventional
SRR10788144,Alveolar cell type 1
SRR10792535,Fibroblast adventitial
SRR10797857,B cell
SRR10796843,Basal
SRR10778091,Epithelial cell other C5
SRR10793553,Epithelial cell other C1
SRR10779378,Plasma cell
SRR10777340,other C21
SRR10782330,Epithelial cell other C1
SRR10789497,B cell
SRR10785654,Fibroblast adventitial
SRR10792078,cDC2
SRR10787370,Epithelial cell other C1
SRR10779412,B cell
SRR10797053,Club
SRR10793665,Fibroblast adventitial
SRR10785184,pDC
SRR10782359,Macrophage
SRR10780278,Epithelial cell other C4
SRR10789539,Epithelial cell other C1
SRR10783595,NK cell
SRR10782473,T cell CD8
SRR10790972,Plasma cell
SRR10785370,Fibroblast adventitial
SRR10778100,Pericyte
SRR10780680,Club
SRR10782044,cDC1
SRR10782376,Monocyte non-conventional
SRR10790979,Smooth muscle cell
SRR10784130,Alveolar cell type 1
SRR10779556,Basal
SRR10795449,cDC2
SRR10797203,Monocyte conventional
SRR10778118,Monocyte conventional
SRR10797525,Macrophage
SRR10790371,Endothelial cell
SRR10780817,Plasma cell
SRR10788604,other C29
SRR10785290,T cell CD4
SRR10785293,Basal
SRR10780820,Smooth muscle cell
SRR10782599,other C21
SRR10784847,Macrophage
SRR10779867,T cell CD4
SRR10791217,Plasma cell
SRR10786924,T cell CD4
SRR10786587,T cell CD8
SRR10782054,Macrophage
SRR10777524,Epithelial cell other C1
SRR10793882,Fibroblast adventitial
SRR10792777,other C19
SRR10796010,T cell CD4
SRR10782033,B cell
SRR10793263,Fibroblast adventitial
SRR10783048,T cell CD4
SRR10780659,DC mature
SRR10781195,T cell CD8
SRR10787019,Macrophage
SRR10786841,pDC
SRR10788637,T cell CD8
SRR10778495,Endothelial cell
SRR10789854,Macrophage
SRR10791833,Epithelial cell other C4
SRR10789083,pDC
SRR10788689,Fibroblast adventitial
SRR10777616,Ciliated
SRR10789175,Endothelial cell
SRR10778922,T cell CD8
SRR10792393,cDC2
SRR10783338,Epithelial cell other C1
SRR10792901,Macrophage
SRR10793523,Macrophage
SRR10793015,NK cell
SRR10797642,Endothelial cell
SRR10781705,Endothelial cell
SRR10780000,T cell CD8
SRR10791327,Macrophage
SRR10782457,T cell CD8
SRR10790297,Macrophage
SRR10785910,Mast cell
SRR10794840,Macrophage
SRR10782815,Macrophage
SRR10785920,Smooth muscle cell
SRR10795365,NK cell
SRR10786074,T cell regulatory
SRR10785258,other C17
SRR10789557,T cell CD4
SRR10787221,Fibroblast adventitial
SRR10791738,T cell CD4
SRR10797619,Smooth muscle cell
SRR10791649,Epithelial cell other C1
SRR10792333,Fibroblast adventitial
SRR10777795,cDC2
SRR10790108,other C29
SRR10781169,B cell
SRR10790361,Epithelial cell other C1
SRR10779127,DC mature
SRR10788616,other C33
SRR10782104,Macrophage
SRR10797689,T cell CD8
SRR10778380,Epithelial cell other C5
SRR10786711,T cell CD4
SRR10781553,T cell CD8
SRR10793160,T cell CD8
SRR10785942,Macrophage
SRR10781055,T cell dividing
SRR10793144,Alveolar cell type 1
SRR10782410,T cell CD8
SRR10777359,DC mature
SRR10795199,Mast cell
SRR10779729,Basal
SRR10791468,other C21
SRR10784746,Macrophage
SRR10785346,T cell CD4
SRR10780387,Endothelial cell
SRR10785465,Basal
SRR10785235,T cell CD4
SRR10795237,Macrophage
SRR10797082,T cell CD4
SRR10782625,T cell CD8
SRR10782026,T cell regulatory
SRR10790564,NK cell
SRR10788826,NK cell
SRR10779079,Monocyte non-conventional
SRR10793143,Ciliated
SRR10796842,T cell CD8
SRR10784831,Mast cell
SRR10792129,T cell CD4
SRR10778710,Mast cell
SRR10789205,Fibroblast adventitial
SRR10790900,T cell CD8
SRR10785187,Monocyte non-conventional
SRR10782917,Monocyte conventional
SRR10792359,T cell CD4
SRR10790503,Fibroblast adventitial
SRR10789987,Plasma cell
SRR10785427,Fibroblast adventitial
SRR10794928,Endothelial cell
SRR10793404,Monocyte non-conventional
SRR10792858,Plasma cell
SRR10785961,Fibroblast adventitial
SRR10784450,Club
SRR10796416,Basal
SRR10777775,Epithelial cell other C1
SRR10782994,Monocyte non-conventional
SRR10797249,Macrophage
SRR10778240,Basal
SRR10778263,pDC
SRR10784912,Fibroblast adventitial
SRR10784230,T cell CD4
SRR10785889,T cell CD4
SRR10793734,cDC2
SRR10782971,Pericyte
SRR10781903,Macrophage
SRR10795753,Fibroblast alveolar
SRR10794997,T cell CD4
SRR10780190,Epithelial cell other C5
SRR10784425,Fibroblast alveolar
SRR10784027,Basal
SRR10777364,Macrophage
SRR10797973,T cell CD4
SRR10779950,T cell CD8
SRR10796945,Mast cell
SRR10791219,T cell CD8
SRR10792482,T cell CD8
SRR10798268,other C17
SRR10797288,Club
SRR10779185,Epithelial cell other C1
SRR10784884,Endothelial cell
SRR10789410,NK cell
SRR10785542,Monocyte conventional
SRR10781092,Epithelial cell other C1
SRR10794071,Epithelial cell other C1
SRR10788165,Fibroblast adventitial
SRR10789095,Macrophage
SRR10782846,Plasma cell
SRR10783152,Macrophage
SRR10784534,Monocyte non-conventional
SRR10785162,Ciliated
SRR10779892,Alveolar cell type 2
SRR10789309,Epithelial cell other C1
SRR10782696,T cell CD8
SRR10790671,T cell CD8
SRR10785711,Epithelial cell other C1
SRR10795430,cDC2
SRR10777372,Plasma cell
SRR10782960,Basal
SRR10792785,Plasma cell
SRR10785173,Macrophage
SRR10782628,Fibroblast adventitial
SRR10791805,Macrophage
SRR10794150,B cell
SRR10781647,DC mature
SRR10781137,pDC
SRR10781783,Macrophage
SRR10780489,Macrophage
SRR10788294,NK cell
SRR10792362,T cell CD4
SRR10786394,Monocyte non-conventional
SRR10786695,Basal
SRR10795184,B cell
SRR10784910,Endothelial cell
SRR10784424,Macrophage
SRR10789007,Macrophage
SRR10788044,Plasma cell
SRR10789360,Macrophage
SRR10785125,Basal
SRR10779622,T cell CD8
SRR10786396,T cell CD4
SRR10783532,Macrophage
SRR10781447,Macrophage
SRR10778238,Monocyte non-conventional
SRR10781200,Macrophage
SRR10788170,Macrophage
SRR10796398,NK cell
SRR10784073,Epithelial cell other C3
SRR10792197,T cell CD8
SRR10782190,Macrophage
SRR10785031,Endothelial cell
SRR10786851,T cell CD8
SRR10782669,Plasma cell
SRR10790169,Epithelial cell other C4
SRR10790198,pDC
SRR10777871,Fibroblast adventitial
SRR10778303,Monocyte non-conventional
SRR10797057,T cell CD8
SRR10791718,Fibroblast adventitial
SRR10792920,Macrophage
SRR10782851,Plasma cell
SRR10798056,pDC
SRR10785159,T cell CD8
SRR10790104,cDC1
SRR10787328,B cell
SRR10778175,Epithelial cell other C5
SRR10789536,Fibroblast adventitial
SRR10786990,Epithelial cell other C3
SRR10787932,T cell CD8
SRR10788141,Endothelial cell
SRR10779937,T cell CD4
SRR10778079,Plasma cell
SRR10780746,Macrophage
SRR10788101,B cell
SRR10777923,Macrophage
SRR10786179,T cell CD8
SRR10777993,Macrophage
SRR10789549,other C17
SRR10788791,Macrophage
SRR10790625,Ciliated
SRR10793647,Macrophage
SRR10796272,Epithelial cell other C5
SRR10780385,T cell CD4
SRR10780223,Macrophage
SRR10789552,other C19
SRR10779176,Macrophage
SRR10781640,T cell CD8
SRR10779263,Fibroblast adventitial
SRR10788308,Epithelial cell other C4
SRR10789605,Epithelial cell other C1
SRR10783120,T cell regulatory
SRR10794692,Fibroblast adventitial
SRR10790630,Endothelial cell
SRR10796331,T cell CD4
SRR10779494,Epithelial cell other C5
SRR10788618,Alveolar cell type 1
SRR10794255,T cell CD4
SRR10792812,Macrophage
SRR10781362,T cell CD4
SRR10795616,T cell CD4
SRR10794677,Fibroblast adventitial
SRR10779170,Monocyte non-conventional
SRR10779813,T cell CD8
SRR10795359,other C17
SRR10781759,Basal
SRR10778376,T cell CD4
SRR10788856,Macrophage
SRR10778658,Fibroblast adventitial
SRR10796598,Epithelial cell other C2
SRR10779583,Macrophage
SRR10782620,T cell CD8
SRR10790390,Epithelial cell other C4
SRR10778641,Fibroblast adventitial
SRR10784804,Macrophage
SRR10787139,B cell
SRR10782691,Endothelial cell
SRR10796001,Macrophage
SRR10783804,T cell CD8
SRR10781976,Plasma cell
SRR10797756,Epithelial cell other C5
SRR10788521,T cell CD4
SRR10778051,cDC2
SRR10786584,T cell CD4
SRR10791720,Macrophage
SRR10779826,Mast cell
SRR10786599,Plasma cell
SRR10791946,Monocyte conventional
SRR10791669,B cell
SRR10783621,Macrophage
SRR10792229,Monocyte non-conventional
SRR10787214,Club
SRR10794805,T cell CD8
SRR10788649,Macrophage
SRR10784555,Macrophage
SRR10780719,other C21
SRR10798458,Endothelial cell
SRR10797681,T cell CD8
SRR10791995,other C17
SRR10779476,Monocyte conventional
SRR10786728,Macrophage
SRR10797666,Macrophage
SRR10784387,Basal
SRR10793118,cDC2
SRR10798239,Monocyte non-conventional
SRR10778918,Mast cell
SRR10794761,Fibroblast adventitial
SRR10779439,Endothelial cell
SRR10783856,Epithelial cell other C1
SRR10780178,Basal
SRR10788134,T cell CD8
SRR10792937,Fibroblast adventitial
SRR10785141,T cell CD4
SRR10780419,Macrophage
SRR10779659,T cell CD8
SRR10780127,NK cell
SRR10779275,Fibroblast adventitial
SRR10781587,DC mature
SRR10795252,Macrophage
SRR10782800,other C17
SRR10790555,Macrophage
SRR10798240,T cell CD4
SRR10778085,T cell regulatory
SRR10795802,Plasma cell
SRR10780763,Club
SRR10781971,Endothelial cell
SRR10785717,Endothelial cell
SRR10793435,Plasma cell
SRR10788740,Endothelial cell lymphatic
SRR10794781,Epithelial cell other C1
SRR10784852,Alveolar cell type 2
SRR10792550,Endothelial cell
SRR10781420,Endothelial cell
SRR10784241,cDC2
SRR10790195,Epithelial cell other C5
SRR10791140,Monocyte conventional
SRR10793355,Ciliated
SRR10782289,B cell
SRR10783524,Monocyte non-conventional
SRR10789158,B cell
SRR10796936,Macrophage
SRR10777389,Plasma cell
SRR10780850,T cell CD8
SRR10781834,Macrophage
SRR10788366,Monocyte non-conventional
SRR10788903,Monocyte non-conventional
SRR10791044,Epithelial cell other C1
SRR10778206,Monocyte non-conventional
SRR10791387,Macrophage
SRR10790767,Epithelial cell other C1
SRR10789524,Basal
SRR10782272,Macrophage
SRR10779457,T cell dividing
SRR10786193,Plasma cell
SRR10792896,Mast cell
SRR10790161,Mast cell
SRR10779935,cDC2
SRR10780732,Plasma cell
SRR10781172,Fibroblast adventitial
SRR10785476,Monocyte conventional
SRR10796933,pDC
SRR10790401,B cell
SRR10797181,Basal
SRR10790032,Epithelial cell other C1
SRR10784333,T cell CD4
SRR10787075,Macrophage
SRR10779855,Epithelial cell other C1
SRR10791661,Fibroblast adventitial
SRR10796313,Club
SRR10779056,Epithelial cell other C4
SRR10778584,Plasma cell
SRR10794390,T cell CD8
SRR10778756,Macrophage
SRR10787647,Macrophage
SRR10784269,Monocyte conventional
SRR10780198,T cell CD8
SRR10778080,B cell
SRR10789842,Epithelial cell other C1
SRR10781193,Epithelial cell other C2
SRR10788806,Macrophage
SRR10782761,Macrophage
SRR10783464,Macrophage
SRR10777335,Fibroblast adventitial
SRR10782681,Fibroblast adventitial
SRR10789399,Basal
SRR10778185,Epithelial cell other C1
SRR10797917,cDC2
SRR10783172,Basal
SRR10780277,Fibroblast alveolar
SRR10778128,Macrophage
SRR10798561,cDC2
SRR10785739,other C21
SRR10781948,Macrophage
SRR10778952,T cell CD4
SRR10779335,Endothelial cell
SRR10790711,Fibroblast adventitial
SRR10780807,Basal
SRR10797889,Macrophage
SRR10785291,T cell CD8
SRR10777750,Club
SRR10792179,Plasma cell
SRR10783870,Endothelial cell
SRR10793904,Endothelial cell
SRR10785774,Fibroblast adventitial
SRR10778064,Epithelial cell other C1
SRR10785763,Macrophage
SRR10778009,Monocyte non-conventional
SRR10796066,Monocyte non-conventional
SRR10790212,NK cell
SRR10798607,Macrophage
SRR10785560,Macrophage
SRR10780924,other C19
SRR10783232,Fibroblast alveolar
SRR10793641,Basal
SRR10784372,T cell dividing
SRR10797330,pDC
SRR10790284,Club
SRR10794313,Fibroblast adventitial
SRR10798029,Club
SRR10788579,Epithelial cell other C1
SRR10779207,T cell CD4
SRR10782422,Macrophage
SRR10789641,other C17
SRR10783984,Epithelial cell other C1
SRR10794275,Monocyte conventional
SRR10797339,Fibroblast adventitial
SRR10788953,T cell CD4
SRR10798415,Alveolar cell type 2
SRR10780162,Epithelial cell other C4
SRR10792847,Monocyte non-conventional
SRR10780723,T cell CD4
SRR10792942,Smooth muscle cell
SRR10779072,Plasma cell
SRR10779040,Macrophage
SRR10789283,Fibroblast adventitial
SRR10781046,T cell CD8
SRR10787523,T cell regulatory
SRR10791019,B cell
SRR10779715,Goblet
SRR10788927,Fibroblast adventitial
SRR10796918,Monocyte conventional
SRR10785709,Alveolar cell type 2
SRR10786817,T cell CD4
SRR10786894,Epithelial cell other C4
SRR10787446,Plasma cell
SRR10791959,Epithelial cell other C4
SRR10782250,Plasma cell
SRR10779241,Epithelial cell other C1
SRR10786131,Fibroblast adventitial
SRR10784238,Mast cell
SRR10780914,Alveolar cell type 2
SRR10790152,Club
SRR10793169,T cell CD8
SRR10781672,T cell CD4
SRR10796528,Club
SRR10787461,T cell CD8
SRR10787855,Alveolar cell type 1
SRR10786801,Epithelial cell other C5
SRR10781753,Fibroblast adventitial
SRR10780386,Smooth muscle cell
SRR10781653,Epithelial cell other C1
SRR10796714,T cell CD8
SRR10793841,Monocyte conventional
SRR10795363,Mast cell
SRR10790146,Endothelial cell
SRR10787868,T cell CD8
SRR10782365,Macrophage
SRR10795448,Mast cell
SRR10782338,Fibroblast adventitial
