Run,cell_type
SRR10787095,Stromal
SRR10791880,T/NK cell
SRR10790279,Epithelial cells
SRR10783398,B cell plasma
SRR10782376,Myeloid cell
SRR10794365,Myeloid cell
SRR10798477,B cell
SRR10784706,T/NK cell
SRR10797000,Myeloid cell
SRR10787563,Myeloid cell
SRR10787480,Myeloid cell
SRR10795585,Epithelial cells
SRR10792074,T/NK cell
SRR10780944,B cell plasma
SRR10778062,T/NK cell
SRR10786143,Ciliated
SRR10778693,Epithelial cells
SRR10793557,other
SRR10785311,Stromal
SRR10784483,B cell plasma
SRR10791480,Mast cell
SRR10783801,T/NK cell
SRR10794188,Epithelial cells
SRR10781630,Myeloid cell
SRR10797237,Endothelial cell
SRR10781337,other
SRR10777957,Endothelial cell
SRR10792720,T/NK cell
SRR10783862,Myeloid cell
SRR10793242,B cell plasma
SRR10783233,Endothelial cell
SRR10777587,Myeloid cell
SRR10787424,Myeloid cell
SRR10798535,Myeloid cell
SRR10788142,Epithelial cells
SRR10791253,Myeloid cell
SRR10796680,Myeloid cell
SRR10788233,Myeloid cell
SRR10790836,Endothelial cell
SRR10792680,other
SRR10794489,Myeloid cell
SRR10798269,other
SRR10796740,Stromal
SRR10792252,Mast cell
SRR10788833,Myeloid cell
SRR10781903,Myeloid cell
SRR10788412,Stromal
SRR10794777,Epithelial cells
SRR10794840,Myeloid cell
SRR10781378,Epithelial cells
SRR10788576,Stromal
SRR10793503,B cell plasma
SRR10785588,Epithelial cells
SRR10796465,Epithelial cells
SRR10785205,Epithelial cells
SRR10796425,Stromal
SRR10781052,Epithelial cells
SRR10792513,T/NK cell
SRR10790538,Myeloid cell
SRR10784548,Stromal
SRR10785123,Stromal
SRR10788911,Epithelial cells
SRR10782246,Myeloid cell
SRR10796914,Stromal
SRR10788955,T/NK cell
SRR10791701,T/NK cell
SRR10780212,B cell plasma
SRR10792900,Stromal
SRR10790190,T/NK cell
SRR10778103,Stromal
SRR10795937,B cell plasma
SRR10797615,Myeloid cell
SRR10786287,T/NK cell
SRR10792824,Myeloid cell
SRR10793533,B cell plasma
SRR10794780,other
SRR10784786,Stromal
SRR10778458,Endothelial cell
SRR10784349,Myeloid cell
SRR10784773,Epithelial cells
SRR10795612,Mast cell
SRR10794572,Myeloid cell
SRR10781744,Myeloid cell
SRR10782500,B cell plasma
SRR10783624,Stromal
SRR10786924,T/NK cell
SRR10796320,Myeloid cell
SRR10789839,Stromal
SRR10779152,Myeloid cell
SRR10788789,Epithelial cells
SRR10791002,T/NK cell
SRR10786002,Myeloid cell
SRR10777773,T/NK cell
SRR10797728,other
SRR10778937,T/NK cell
SRR10793538,other
SRR10795029,Myeloid cell
SRR10782640,other
SRR10793272,plasmacytoid dendritic cell
SRR10780481,Mast cell
SRR10783592,T/NK cell
SRR10781193,other
SRR10778282,Mast cell
SRR10782783,T/NK cell
SRR10788893,Epithelial cells
SRR10795979,Endothelial cell
SRR10793899,T/NK cell
SRR10796737,Epithelial cells
SRR10783726,Mast cell
SRR10797213,Myeloid cell
SRR10792201,T/NK cell
SRR10787499,other
SRR10785826,T/NK cell
SRR10796449,Myeloid cell
SRR10792845,Myeloid cell
SRR10797019,other
SRR10786000,Myeloid cell
SRR10793259,Endothelial cell
SRR10784737,Epithelial cells
SRR10777595,T/NK cell
SRR10778449,T/NK cell
SRR10787244,Epithelial cells
SRR10779964,Epithelial cells
SRR10787196,Endothelial cell
SRR10795340,T/NK cell
SRR10797889,Myeloid cell
SRR10795450,T/NK cell
SRR10787534,Mast cell
SRR10789060,Stromal
SRR10782677,Myeloid cell
SRR10787096,T/NK cell
SRR10796823,Mast cell
SRR10794319,Myeloid cell
SRR10780766,Myeloid cell
SRR10797392,T/NK cell
SRR10789827,other
SRR10777678,Stromal
SRR10789667,Epithelial cells
SRR10787875,other
SRR10792244,Stromal
SRR10787808,Epithelial cells
SRR10797307,T/NK cell
SRR10794927,Endothelial cell
SRR10782406,T/NK cell
SRR10784449,Stromal
SRR10790482,Stromal
SRR10795184,other
SRR10791824,other
SRR10798452,Myeloid cell
SRR10787647,Myeloid cell
SRR10789940,Myeloid cell
SRR10784130,Epithelial cells
SRR10783323,Myeloid cell
SRR10791282,T/NK cell
SRR10791857,T/NK cell
SRR10784536,Myeloid cell
SRR10790529,Epithelial cells
SRR10786576,other
SRR10783215,Myeloid cell
SRR10786092,T/NK cell
SRR10779419,T/NK cell
SRR10777530,Myeloid cell
SRR10785458,Myeloid cell
SRR10780186,T/NK cell
SRR10797970,T/NK cell
SRR10781805,T/NK cell
SRR10796870,T/NK cell
SRR10796514,Myeloid cell
SRR10785511,Myeloid cell
SRR10795470,Myeloid cell
SRR10787756,T/NK cell
SRR10791993,Stromal
SRR10792050,T/NK cell
SRR10780764,other
SRR10787172,B cell plasma
SRR10787796,Myeloid cell
SRR10793552,other
SRR10781572,Myeloid cell
SRR10785237,T/NK cell
SRR10794141,Myeloid cell
SRR10795646,other
SRR10789989,Endothelial cell
SRR10784915,Myeloid cell
SRR10793320,Epithelial cells
SRR10777777,other
SRR10792755,T/NK cell
SRR10788498,Myeloid cell
SRR10794036,T/NK cell
SRR10795469,Mast cell
SRR10797397,Stromal
SRR10779111,T/NK cell
SRR10791820,other
SRR10796501,B cell plasma
SRR10791658,Myeloid cell
SRR10796588,Epithelial cells
SRR10781975,T/NK cell
SRR10788268,Myeloid cell
SRR10786930,Epithelial cells
SRR10795814,B cell plasma
SRR10788095,Myeloid cell
SRR10786719,Myeloid cell
SRR10790398,Myeloid cell
SRR10796949,T/NK cell
SRR10784005,T/NK cell
SRR10789296,Mast cell
SRR10783528,T/NK cell
SRR10788661,Myeloid cell
SRR10795839,Stromal
SRR10791399,T/NK cell
SRR10781954,T/NK cell
SRR10778533,B cell plasma
SRR10791394,Endothelial cell
SRR10789162,Epithelial cells
SRR10780009,B cell plasma
SRR10780576,Myeloid cell
SRR10796730,Myeloid cell
SRR10798337,B cell plasma
SRR10778525,Endothelial cell
SRR10786168,T/NK cell
SRR10784614,other
SRR10784939,Myeloid cell
SRR10782807,Myeloid cell
SRR10795710,other
SRR10782425,Myeloid cell
SRR10787211,Myeloid cell
SRR10783291,B cell plasma
SRR10784767,Epithelial cells
SRR10787154,Epithelial cells
SRR10790349,Epithelial cells
SRR10793131,T/NK cell
SRR10791091,Stromal
SRR10786660,Mast cell
SRR10788996,other
SRR10786471,Myeloid cell
SRR10798430,Myeloid cell
SRR10796004,T/NK cell
SRR10778445,T/NK cell
SRR10791092,Epithelial cells
SRR10791853,Myeloid cell
SRR10793305,T/NK cell
SRR10778623,Myeloid cell
SRR10789731,other
SRR10796226,other
SRR10791901,other
SRR10797862,other
SRR10790446,Stromal
SRR10784059,Stromal
SRR10777763,Myeloid cell
SRR10789100,other
SRR10788299,T/NK cell
SRR10783817,Endothelial cell
SRR10787670,T/NK cell
SRR10779546,Epithelial cells
SRR10777902,T/NK cell
SRR10789271,Mast cell
SRR10791045,other
SRR10789460,other
SRR10784147,Myeloid cell
SRR10795869,Epithelial cells
SRR10788668,T/NK cell
SRR10789144,Mast cell
SRR10786087,Stromal
SRR10781417,T/NK cell
SRR10784379,Epithelial cells
SRR10791953,Stromal
SRR10798613,Epithelial cells
SRR10796211,Stromal
SRR10795222,Myeloid cell
SRR10788367,Stromal
SRR10783612,Myeloid cell
SRR10793322,Stromal
SRR10793097,Endothelial cell
SRR10777295,Epithelial cells
SRR10787126,T/NK cell
SRR10790490,other
SRR10788583,T/NK cell
SRR10784267,Epithelial cells
SRR10798157,Myeloid cell
SRR10783319,Myeloid cell
SRR10783188,Stromal
SRR10791411,Myeloid cell
SRR10787486,Myeloid cell
SRR10784453,T/NK cell
SRR10784495,Myeloid cell
SRR10780271,Myeloid cell
SRR10787602,B cell plasma
SRR10788503,Epithelial cells
SRR10790462,Epithelial cells
SRR10778208,Endothelial cell
SRR10797591,Epithelial cells
SRR10784566,T/NK cell
SRR10798485,T/NK cell
SRR10785533,T/NK cell
SRR10782922,Epithelial cells
SRR10788249,T/NK cell
SRR10793243,Myeloid cell
SRR10786120,plasmacytoid dendritic cell
SRR10782299,B cell
SRR10780912,Myeloid cell
SRR10782614,T/NK cell
SRR10781723,Myeloid cell
SRR10780466,Stromal
SRR10778356,other
SRR10778171,Myeloid cell
SRR10783791,Myeloid cell
SRR10787358,Myeloid cell
SRR10780982,Stromal
SRR10790825,Epithelial cells
SRR10792158,T/NK cell
SRR10781791,B cell plasma
SRR10791126,Stromal
SRR10779866,T/NK cell
SRR10783724,T/NK cell
SRR10790809,T/NK cell
SRR10796929,Myeloid cell
SRR10795616,T/NK cell
SRR10787995,Mast cell
SRR10796790,T/NK cell
SRR10792450,other
SRR10790548,other
SRR10788566,Myeloid cell
SRR10783300,Endothelial cell
SRR10781658,Epithelial cells
SRR10782780,Myeloid cell
SRR10792893,B cell plasma
SRR10793815,Endothelial cell
SRR10777931,Stromal
SRR10780361,Myeloid cell
SRR10792658,Endothelial cell
SRR10790186,Myeloid cell
SRR10796728,T/NK cell
SRR10779418,Epithelial cells
SRR10779942,Epithelial cells
SRR10784722,T/NK cell
SRR10784068,T/NK cell
SRR10783935,Epithelial cells
SRR10795802,B cell plasma
SRR10788642,T/NK cell
SRR10777677,Myeloid cell
SRR10784609,B cell plasma
SRR10783450,T/NK cell
SRR10781627,Stromal
SRR10786865,B cell plasma
SRR10794329,Stromal
SRR10784393,B cell plasma
SRR10778950,Myeloid cell
SRR10789516,Stromal
SRR10795577,B cell
SRR10782988,Endothelial cell
SRR10797846,Mast cell
SRR10792382,plasmacytoid dendritic cell
SRR10789866,Myeloid cell
SRR10790763,Stromal
SRR10790935,other
SRR10787655,Stromal
SRR10781511,Mast cell
SRR10780322,Myeloid cell
SRR10780933,Epithelial cells
SRR10786339,Stromal
SRR10798038,Stromal
SRR10788254,T/NK cell
SRR10795064,T/NK cell
SRR10793515,B cell plasma
SRR10787463,B cell
SRR10784020,Epithelial cells
SRR10792421,B cell plasma
SRR10794009,other
SRR10790822,T/NK cell
SRR10791935,T/NK cell
SRR10796589,Stromal
SRR10780852,Stromal
SRR10786717,B cell plasma
SRR10797578,Myeloid cell
SRR10779715,Epithelial cells
SRR10782224,Stromal
SRR10797318,Myeloid cell
SRR10779460,T/NK cell
SRR10791700,other
SRR10781655,Myeloid cell
SRR10795995,Myeloid cell
SRR10787625,Epithelial cells
SRR10788309,Stromal
SRR10791061,Myeloid cell
SRR10780088,Myeloid cell
SRR10791500,B cell plasma
SRR10790391,Epithelial cells
SRR10778569,Epithelial cells
SRR10797479,B cell plasma
SRR10781669,Endothelial cell
SRR10790162,Endothelial cell
SRR10784640,T/NK cell
SRR10791204,Epithelial cells
SRR10788750,B cell plasma
SRR10781587,Myeloid cell
SRR10792673,T/NK cell
SRR10789509,Epithelial cells
SRR10795734,Myeloid cell
SRR10790648,other
SRR10779125,Epithelial cells
SRR10794415,Myeloid cell
SRR10797742,Myeloid cell
SRR10788518,B cell
SRR10780977,T/NK cell
SRR10795770,Myeloid cell
SRR10782891,Myeloid cell
SRR10796955,Epithelial cells
SRR10796474,T/NK cell
SRR10797139,B cell plasma
SRR10793440,B cell
SRR10783409,Myeloid cell
SRR10777288,Stromal
SRR10780773,Epithelial cells
SRR10779955,Stromal
SRR10781717,Myeloid cell
SRR10786116,T/NK cell
SRR10782869,Epithelial cells
SRR10786815,T/NK cell
SRR10788808,Myeloid cell
SRR10785246,other
SRR10796811,Myeloid cell
SRR10785660,other
SRR10792287,Myeloid cell
SRR10783879,Myeloid cell
SRR10783353,B cell plasma
SRR10797344,Epithelial cells
SRR10796810,Stromal
SRR10780973,Myeloid cell
SRR10786475,Ciliated
SRR10790771,T/NK cell
SRR10787737,Myeloid cell
SRR10796316,T/NK cell
SRR10778991,Stromal
SRR10786645,Myeloid cell
SRR10798058,Endothelial cell
SRR10792193,Myeloid cell
SRR10796875,Stromal
SRR10785656,Epithelial cells
SRR10792031,other
SRR10785587,Epithelial cells
SRR10779876,T/NK cell
SRR10781950,Myeloid cell
SRR10777258,Mast cell
SRR10794564,T/NK cell
SRR10783938,B cell plasma
SRR10790210,B cell plasma
SRR10784114,Myeloid cell
SRR10797679,Myeloid cell
SRR10780759,Epithelial cells
SRR10778114,T/NK cell
SRR10777514,T/NK cell
SRR10796983,Endothelial cell
SRR10790239,Stromal
SRR10782136,Stromal
SRR10797902,Myeloid cell
SRR10793817,B cell plasma
SRR10779766,T/NK cell
SRR10783042,Stromal
SRR10794074,Epithelial cells
SRR10797404,Myeloid cell
SRR10796815,Stromal
SRR10789042,Endothelial cell
SRR10787037,Epithelial cells
SRR10798600,Epithelial cells
SRR10781837,T/NK cell
SRR10793143,Ciliated
SRR10787559,other
SRR10779495,Stromal
SRR10792154,Endothelial cell
SRR10797441,Endothelial cell
SRR10788550,Myeloid cell
SRR10795379,Stromal
SRR10780959,Epithelial cells
SRR10790910,Mast cell
SRR10793077,Epithelial cells
SRR10780646,Myeloid cell
SRR10777556,Epithelial cells
SRR10782450,Stromal
SRR10781618,Myeloid cell
SRR10797537,Myeloid cell
SRR10781463,Myeloid cell
SRR10779936,Myeloid cell
SRR10793165,Stromal
SRR10797084,Myeloid cell
SRR10796563,T/NK cell
SRR10788162,Myeloid cell
SRR10789152,Stromal
SRR10786233,other
SRR10779290,Myeloid cell
SRR10786214,Epithelial cells
SRR10784222,Myeloid cell
SRR10786114,T/NK cell
SRR10790065,Stromal
SRR10797395,T/NK cell
SRR10791234,Myeloid cell
SRR10793828,Mast cell
SRR10792834,T/NK cell
SRR10794017,Stromal
SRR10788952,Myeloid cell
SRR10777281,Endothelial cell
SRR10787666,Myeloid cell
SRR10784182,Myeloid cell
SRR10794546,T/NK cell
SRR10793819,Stromal
SRR10780071,T/NK cell
SRR10777857,other
SRR10784047,Epithelial cells
SRR10777901,Myeloid cell
SRR10783373,Stromal
SRR10779763,T/NK cell
SRR10784436,Stromal
SRR10782530,Epithelial cells
SRR10781503,Stromal
SRR10795018,Epithelial cells
SRR10780696,Myeloid cell
SRR10793660,other
SRR10788001,T/NK cell
SRR10790202,Stromal
SRR10784075,Endothelial cell
SRR10791682,Stromal
SRR10797765,T/NK cell
SRR10788470,Myeloid cell
SRR10785742,Mast cell
SRR10788603,Myeloid cell
SRR10784454,T/NK cell
SRR10796980,Myeloid cell
SRR10797288,Epithelial cells
SRR10786562,Epithelial cells
SRR10780502,Endothelial cell
SRR10783874,T/NK cell
SRR10781823,other
SRR10779552,Stromal
SRR10778191,T/NK cell
SRR10797799,Myeloid cell
SRR10797921,Mast cell
SRR10788802,other
SRR10779782,other
SRR10791472,Epithelial cells
SRR10784397,T/NK cell
SRR10785977,B cell plasma
SRR10777686,Epithelial cells
SRR10790151,B cell plasma
SRR10782139,other
SRR10783596,Myeloid cell
SRR10783286,T/NK cell
SRR10796341,Myeloid cell
SRR10779170,Myeloid cell
SRR10788085,Epithelial cells
SRR10778749,Stromal
SRR10783807,Myeloid cell
SRR10790491,T/NK cell
SRR10795635,B cell plasma
SRR10780610,other
SRR10787125,Myeloid cell
SRR10777946,B cell
SRR10779443,Myeloid cell
SRR10781648,Myeloid cell
SRR10787810,Stromal
SRR10795448,Mast cell
SRR10783822,Myeloid cell
SRR10789658,Stromal
SRR10796443,B cell plasma
SRR10783103,other
SRR10796334,Myeloid cell
SRR10787856,Stromal
SRR10797418,Myeloid cell
SRR10782083,Stromal
SRR10778808,other
SRR10778645,Stromal
SRR10784271,B cell
SRR10785262,T/NK cell
SRR10792747,Myeloid cell
SRR10798349,Epithelial cells
SRR10786545,Myeloid cell
SRR10783425,Epithelial cells
SRR10794275,Myeloid cell
SRR10795409,Stromal
SRR10795927,Myeloid cell
SRR10797827,plasmacytoid dendritic cell
SRR10785482,Myeloid cell
SRR10785010,other
SRR10790448,Myeloid cell
SRR10780282,Myeloid cell
SRR10784506,B cell
SRR10779030,Epithelial cells
SRR10789765,plasmacytoid dendritic cell
SRR10786693,Myeloid cell
SRR10791665,plasmacytoid dendritic cell
SRR10797863,other
SRR10793645,Myeloid cell
SRR10795650,plasmacytoid dendritic cell
SRR10779764,Myeloid cell
SRR10787116,other
SRR10784050,Myeloid cell
SRR10786731,Myeloid cell
SRR10787160,Stromal
SRR10798486,Stromal
SRR10781879,Myeloid cell
SRR10797589,Myeloid cell
SRR10794171,Myeloid cell
SRR10790411,T/NK cell
SRR10787017,Myeloid cell
SRR10783040,Stromal
SRR10781425,T/NK cell
SRR10789591,Myeloid cell
SRR10787679,Epithelial cells
SRR10797394,Myeloid cell
SRR10782754,plasmacytoid dendritic cell
SRR10782768,Myeloid cell
SRR10782261,T/NK cell
SRR10787443,Stromal
SRR10782471,T/NK cell
SRR10781878,T/NK cell
SRR10794722,T/NK cell
SRR10779916,Epithelial cells
SRR10780804,Myeloid cell
SRR10782276,T/NK cell
SRR10789073,T/NK cell
SRR10786454,Mast cell
SRR10781842,Mast cell
SRR10783788,T/NK cell
SRR10794108,Endothelial cell
SRR10785095,Stromal
SRR10782695,Myeloid cell
SRR10793435,B cell plasma
SRR10797215,B cell plasma
SRR10786758,T/NK cell
SRR10791661,Stromal
SRR10786895,Epithelial cells
SRR10781641,Myeloid cell
SRR10779387,T/NK cell
SRR10789577,Stromal
SRR10789622,T/NK cell
SRR10792459,T/NK cell
SRR10779234,T/NK cell
SRR10797240,Stromal
SRR10789434,Myeloid cell
SRR10789972,other
SRR10787916,Epithelial cells
SRR10786512,other
SRR10787836,B cell
SRR10795483,Myeloid cell
SRR10777672,T/NK cell
SRR10790949,other
SRR10794635,Myeloid cell
SRR10780892,Myeloid cell
SRR10782411,T/NK cell
SRR10790049,T/NK cell
SRR10779633,Myeloid cell
SRR10789331,Myeloid cell
SRR10792934,B cell
SRR10790626,Myeloid cell
SRR10782215,T/NK cell
SRR10795803,B cell plasma
SRR10787467,Endothelial cell
SRR10782731,T/NK cell
SRR10783466,Myeloid cell
SRR10784620,T/NK cell
SRR10789700,Stromal
SRR10794929,Epithelial cells
SRR10779080,T/NK cell
SRR10779101,Myeloid cell
SRR10796787,Epithelial cells
SRR10783426,other
SRR10777907,Epithelial cells
SRR10795991,Myeloid cell
SRR10797752,Epithelial cells
SRR10780127,T/NK cell
SRR10788606,other
SRR10795775,Myeloid cell
SRR10783997,Endothelial cell
SRR10794301,B cell plasma
SRR10782341,Myeloid cell
SRR10787782,Stromal
SRR10784579,T/NK cell
SRR10789041,Epithelial cells
SRR10797234,T/NK cell
SRR10789990,T/NK cell
SRR10788060,Stromal
SRR10785524,T/NK cell
SRR10792883,T/NK cell
SRR10781839,Myeloid cell
SRR10790466,T/NK cell
SRR10795774,other
SRR10779480,Myeloid cell
SRR10797509,other
SRR10791038,Epithelial cells
SRR10779672,B cell
SRR10787612,Stromal
SRR10783999,Endothelial cell
SRR10784121,Epithelial cells
SRR10791739,Myeloid cell
SRR10781984,Epithelial cells
SRR10777334,T/NK cell
SRR10778482,Myeloid cell
SRR10796153,B cell plasma
SRR10794807,Myeloid cell
SRR10788852,Epithelial cells
SRR10784045,Myeloid cell
SRR10797150,T/NK cell
SRR10781992,T/NK cell
SRR10798304,Epithelial cells
SRR10783196,Stromal
SRR10788809,T/NK cell
SRR10794937,Stromal
SRR10794191,other
SRR10792424,Epithelial cells
SRR10797682,Myeloid cell
SRR10778776,Stromal
SRR10779474,Epithelial cells
SRR10785782,T/NK cell
SRR10790613,Endothelial cell
SRR10782560,Stromal
SRR10795304,Stromal
SRR10781964,other
SRR10788888,T/NK cell
SRR10778330,Myeloid cell
SRR10794988,Myeloid cell
SRR10787410,Stromal
SRR10791206,Stromal
SRR10786820,T/NK cell
SRR10791281,T/NK cell
SRR10794393,T/NK cell
SRR10779154,Epithelial cells
SRR10785352,Epithelial cells
SRR10797198,Myeloid cell
SRR10782736,T/NK cell
SRR10784006,Myeloid cell
SRR10791744,T/NK cell
SRR10787872,Stromal
SRR10778955,T/NK cell
SRR10795336,Myeloid cell
SRR10780869,Stromal
SRR10779803,T/NK cell
SRR10789498,T/NK cell
SRR10797632,T/NK cell
SRR10791595,Epithelial cells
SRR10793483,Epithelial cells
SRR10787746,T/NK cell
SRR10798172,other
SRR10794363,Myeloid cell
SRR10785691,Endothelial cell
SRR10796872,Epithelial cells
SRR10794311,Myeloid cell
SRR10792239,Mast cell
SRR10783527,T/NK cell
SRR10795554,Stromal
SRR10794668,Myeloid cell
SRR10789310,other
SRR10787557,Myeloid cell
SRR10783837,Epithelial cells
SRR10778248,Myeloid cell
SRR10784131,B cell plasma
SRR10778933,T/NK cell
SRR10797561,Myeloid cell
SRR10781846,T/NK cell
SRR10788573,B cell plasma
SRR10783737,Mast cell
SRR10782241,Myeloid cell
SRR10793827,Stromal
SRR10784701,T/NK cell
SRR10787177,T/NK cell
SRR10794792,Myeloid cell
SRR10790711,Stromal
SRR10791526,Epithelial cells
SRR10791869,T/NK cell
SRR10777775,other
SRR10795922,other
SRR10792302,Myeloid cell
SRR10791198,T/NK cell
SRR10790201,Epithelial cells
SRR10781450,plasmacytoid dendritic cell
SRR10792918,Endothelial cell
SRR10791791,T/NK cell
SRR10788600,T/NK cell
SRR10781647,Myeloid cell
SRR10789790,T/NK cell
SRR10789238,Endothelial cell
SRR10795361,T/NK cell
SRR10786943,Myeloid cell
SRR10777664,Epithelial cells
SRR10797997,plasmacytoid dendritic cell
SRR10781803,T/NK cell
SRR10786302,T/NK cell
SRR10782756,B cell
SRR10791592,Stromal
SRR10789448,B cell plasma
SRR10784079,Endothelial cell
SRR10784052,Stromal
SRR10788137,Myeloid cell
SRR10778641,Stromal
SRR10794260,T/NK cell
SRR10786191,Epithelial cells
SRR10781569,Endothelial cell
SRR10785298,other
SRR10797691,plasmacytoid dendritic cell
SRR10783617,Myeloid cell
SRR10793675,Myeloid cell
SRR10778225,plasmacytoid dendritic cell
SRR10784616,Stromal
SRR10785163,Myeloid cell
SRR10785127,other
SRR10784572,Epithelial cells
SRR10784559,Epithelial cells
SRR10778135,Myeloid cell
SRR10790015,plasmacytoid dendritic cell
SRR10791245,Myeloid cell
SRR10785219,Stromal
SRR10779617,T/NK cell
SRR10793256,other
SRR10795906,Myeloid cell
SRR10784581,Myeloid cell
SRR10785687,Epithelial cells
SRR10782026,T/NK cell
SRR10788885,T/NK cell
SRR10784777,T/NK cell
SRR10790290,Epithelial cells
SRR10791249,Myeloid cell
SRR10798206,Epithelial cells
SRR10778844,Myeloid cell
SRR10778650,other
SRR10787333,Epithelial cells
SRR10798171,other
SRR10792179,B cell plasma
SRR10782219,T/NK cell
SRR10798098,T/NK cell
SRR10797338,T/NK cell
SRR10786981,B cell plasma
SRR10788030,Epithelial cells
SRR10782294,Myeloid cell
SRR10785408,Epithelial cells
SRR10789749,B cell plasma
SRR10790321,T/NK cell
SRR10798253,Stromal
SRR10784051,other
SRR10785218,T/NK cell
SRR10791055,T/NK cell
SRR10792880,Epithelial cells
SRR10785131,Myeloid cell
SRR10792725,B cell plasma
SRR10795799,Myeloid cell
SRR10793217,plasmacytoid dendritic cell
SRR10797609,other
SRR10785633,T/NK cell
SRR10788552,Myeloid cell
SRR10795882,T/NK cell
SRR10789978,Epithelial cells
SRR10791485,T/NK cell
SRR10794435,other
SRR10791906,other
SRR10786078,Myeloid cell
SRR10794018,Stromal
SRR10784135,T/NK cell
SRR10781065,Myeloid cell
SRR10794876,other
SRR10781793,Epithelial cells
SRR10777670,T/NK cell
SRR10779352,T/NK cell
SRR10792297,other
SRR10792220,Endothelial cell
SRR10791017,Stromal
SRR10793016,other
SRR10792352,T/NK cell
SRR10786634,Stromal
SRR10796300,B cell plasma
SRR10786052,Myeloid cell
SRR10793064,T/NK cell
SRR10778541,Myeloid cell
SRR10784914,other
SRR10792240,Mast cell
SRR10782190,Myeloid cell
